nta,Monday|0,Monday|1,Monday|2,Monday|3,Monday|4,Monday|5,Monday|6,Monday|7,Monday|8,Monday|9,Monday|10,Monday|11,Monday|12,Monday|13,Monday|14,Monday|15,Monday|16,Monday|17,Monday|18,Monday|19,Monday|20,Monday|21,Monday|22,Monday|23,Tuesday|0,Tuesday|1,Tuesday|2,Tuesday|3,Tuesday|4,Tuesday|5,Tuesday|6,Tuesday|7,Tuesday|8,Tuesday|9,Tuesday|10,Tuesday|11,Tuesday|12,Tuesday|13,Tuesday|14,Tuesday|15,Tuesday|16,Tuesday|17,Tuesday|18,Tuesday|19,Tuesday|20,Tuesday|21,Tuesday|22,Tuesday|23,Wednesday|0,Wednesday|1,Wednesday|2,Wednesday|3,Wednesday|4,Wednesday|5,Wednesday|6,Wednesday|7,Wednesday|8,Wednesday|9,Wednesday|10,Wednesday|11,Wednesday|12,Wednesday|13,Wednesday|14,Wednesday|15,Wednesday|16,Wednesday|17,Wednesday|18,Wednesday|19,Wednesday|20,Wednesday|21,Wednesday|22,Wednesday|23,Thursday|0,Thursday|1,Thursday|2,Thursday|3,Thursday|4,Thursday|5,Thursday|6,Thursday|7,Thursday|8,Thursday|9,Thursday|10,Thursday|11,Thursday|12,Thursday|13,Thursday|14,Thursday|15,Thursday|16,Thursday|17,Thursday|18,Thursday|19,Thursday|20,Thursday|21,Thursday|22,Thursday|23,Friday|0,Friday|1,Friday|2,Friday|3,Friday|4,Friday|5,Friday|6,Friday|7,Friday|8,Friday|9,Friday|10,Friday|11,Friday|12,Friday|13,Friday|14,Friday|15,Friday|16,Friday|17,Friday|18,Friday|19,Friday|20,Friday|21,Friday|22,Friday|23,Saturday|0,Saturday|1,Saturday|2,Saturday|3,Saturday|4,Saturday|5,Saturday|6,Saturday|7,Saturday|8,Saturday|9,Saturday|10,Saturday|11,Saturday|12,Saturday|13,Saturday|14,Saturday|15,Saturday|16,Saturday|17,Saturday|18,Saturday|19,Saturday|20,Saturday|21,Saturday|22,Saturday|23,Sunday|0,Sunday|1,Sunday|2,Sunday|3,Sunday|4,Sunday|5,Sunday|6,Sunday|7,Sunday|8,Sunday|9,Sunday|10,Sunday|11,Sunday|12,Sunday|13,Sunday|14,Sunday|15,Sunday|16,Sunday|17,Sunday|18,Sunday|19,Sunday|20,Sunday|21,Sunday|22,Sunday|23,cluster
BREEZY POINT-BELLE HARBOR-ROCKAWAY PARK-BROAD CHANNEL,0.004051127,0.003401418,0.002598836,0.001987345,0.0021402179999999997,0.003426897,0.00440783,0.006012993,0.007095842,0.005707248000000001,0.005490678000000001,0.006140387,0.005414242,0.006649963,0.006624484,0.00607669,0.00649709,0.006407914000000001,0.005579854,0.005210411,0.003910993,0.0037581209999999997,0.003439636,0.003414157,0.002356788,0.001745297,0.001210242,0.000993673,0.00166886,0.002688012,0.004446048,0.00629326,0.007605417,0.006611745,0.005911078,0.005949296,0.005911078,0.006407914000000001,0.006841054,0.005758205,0.005579854,0.005044799,0.005439721,0.004726315,0.004242218,0.003961951,0.0030956720000000003,0.0031338909999999998,0.002191175,0.00146503,0.001375854,0.0008790180000000001,0.001961866,0.003197587,0.003910993,0.006369695999999999,0.007235975,0.006790096,0.006267781,0.005783684,0.005388763,0.005987514,0.006178605,0.005681769000000001,0.00566903,0.005337805,0.005083018,0.004891927,0.004917405,0.003910993,0.004127563,0.004586181,0.0027134909999999997,0.001859951,0.001630642,0.001808994,0.0022166539999999998,0.0028026659999999997,0.003949212,0.007032145,0.007363369,0.005923817,0.005618071999999999,0.006012993,0.00565629,0.006446133000000001,0.0067773569999999995,0.006344216999999999,0.006063951,0.006267781,0.005732727,0.006012993,0.004802751,0.004293175,0.0045734420000000005,0.004318654,0.003528812,0.003031975,0.002649794,0.001796254,0.0017707760000000002,0.0025224,0.004012909,0.0063059990000000005,0.007656375,0.0059620359999999996,0.007019405,0.006433393000000001,0.005885599,0.006458871999999999,0.008013078,0.006802836,0.007821986999999999,0.007720072,0.00964372,0.010293429,0.009197841,0.008650047,0.009732896,0.01026795,0.009061794,0.007411923000000001,0.005624562,0.004162176,0.002737287,0.002274823,0.0028622770000000003,0.0030747609999999996,0.004549646,0.005324585,0.0060620280000000006,0.00886181,0.009649248000000001,0.00976174,0.011236625,0.011661592,0.01232404,0.013548945,0.016648703,0.016336228,0.015736273999999998,0.015436298000000001,0.015648781,0.017898606,0.014411378,0.011774083000000001,0.009199284,0.006924461,0.004299665,0.0028622770000000003,0.0027997820000000002,0.0029622690000000004,0.004024687,0.004649638,0.005299587,0.006899463000000001,0.007611906999999999,0.007911884000000001,0.008574331999999999,0.008336851,0.008549334,0.008461841,0.008761818000000001,0.008949303,0.007949381,0.0072869319999999994,0.00616202,0.005787049,2
BRIARWOOD-JAMAICA HILLS,0.0035258090000000004,0.002590542,0.001828472,0.0018829060000000002,0.0027662140000000003,0.0035406540000000003,0.0053666519999999995,0.008662356,0.011146505,0.00922896,0.007155536999999999,0.006299445,0.005670985,0.006153464,0.00659883,0.006705223000000001,0.006408311999999999,0.00649986,0.006311817,0.005633872,0.005205825999999999,0.004342312,0.0040429279999999995,0.003659419,0.002620233,0.001892803,0.001192589,0.0013806329999999998,0.0018829060000000002,0.0030680720000000002,0.004936133,0.009224010999999999,0.011240526,0.009476385,0.006883369,0.0057996459999999994,0.005893668,0.0065617159999999996,0.006462746,0.006591407,0.006428105999999999,0.006613675,0.006653263,0.006319239,0.0055324269999999995,0.004607057,0.004347261,0.004052825,0.002731574,0.001989299,0.0013831070000000002,0.0014647570000000001,0.002068475,0.0031373509999999996,0.0051810829999999995,0.008721738,0.011074752,0.009369991999999999,0.007185228,0.006309342,0.005831812,0.006462746,0.007155536999999999,0.006635944,0.006697800000000001,0.006920483000000001,0.0067868730000000006,0.0063761469999999995,0.005495313000000001,0.0049163390000000005,0.004441282,0.004082516,0.0029319890000000003,0.002031361,0.001543933,0.0014449629999999998,0.002266415,0.003147248,0.005614078000000001,0.009585251999999999,0.011826923999999999,0.009540715,0.007410384,0.006277176999999999,0.006111401999999999,0.006514705,0.006974915999999999,0.00681409,0.006742336,0.007207496,0.007402962,0.006898214000000001,0.006343982,0.0053369609999999994,0.004973246,0.00461448,0.003404571,0.00251384,0.001764142,0.0017097079999999999,0.0026895120000000002,0.0034763240000000003,0.005559644,0.009102773,0.012497446,0.010013296999999999,0.007897811999999999,0.0073559509999999995,0.006507283000000001,0.006660686,0.007741934000000001,0.00762317,0.0074994580000000005,0.007927503,0.008885039,0.008946895,0.008038844,0.007284198,0.00729162,0.007061515,0.005923266,0.004566255,0.003527256,0.00293493,0.003706896,0.003578235,0.004311361,0.005821308000000001,0.00787503,0.008746526999999999,0.007906589,0.008110504000000001,0.007804630999999999,0.007782783000000001,0.007442923000000001,0.007591005,0.007547309,0.008166338,0.009086387,0.009321860999999999,0.008977146,0.008717396,0.008537756,0.00811536,0.006891865,0.005748481,0.0038816809999999997,0.00383313,0.0041559959999999995,0.003427726,0.003869543,0.004054038,0.005580979,0.007025381999999999,0.007663832,0.007671115,0.007294841999999999,0.006996250999999999,0.006850597,0.0066636740000000005,0.0067219359999999995,0.006979258,0.00705694,0.006564144,0.006226712,0.0056635159999999995,0.005580979,0.005182857,1
BRIGHTON BEACH,0.0036081240000000003,0.0024269079999999998,0.001578393,0.0012611669999999999,0.001183795,0.0016222370000000001,0.002769925,0.005898341,0.008846221999999999,0.008892645,0.007935809,0.0079616,0.008031235,0.007726904000000001,0.008472256,0.008299458000000001,0.0085161,0.009637996999999999,0.00860121,0.007301357,0.00665143,0.005741016999999999,0.004575276,0.003685496,0.0024681729999999997,0.0015036,0.001036788,0.000662822,0.0007118239999999999,0.001359172,0.002517176,0.005694594,0.009176343,0.008660529,0.008423254,0.008575419,0.008402620999999999,0.008054446,0.008776586999999999,0.008980334,0.009091234,0.010287924,0.009248557,0.007613425,0.006692696,0.005573378,0.004544327,0.003909875,0.002651287,0.001562918,0.0009284660000000001,0.0007195610000000001,0.00072472,0.001214744,0.00239338,0.006089191999999999,0.009331088000000001,0.008676003,0.00832267,0.008717268,0.009026757,0.008848801,0.009772109000000001,0.009310455,0.009901063,0.010919797,0.009478095,0.0080725,0.007316830999999999,0.0059241319999999995,0.004887344,0.00367518,0.002661604,0.0015990260000000001,0.001034208,0.0007634060000000001,0.0007040869999999999,0.0014365439999999999,0.002512018,0.006282623,0.009457462,0.009068022,0.008423254,0.008975175,0.008495468,0.008554787,0.009230504,0.009338825,0.009385248,0.010757315,0.009728265,0.008487731,0.00768306,0.006326467,0.0058287059999999995,0.004709388,0.00339664,0.002091629,0.001325644,0.000874306,0.000838199,0.0014210689999999998,0.0026744990000000003,0.005967976,0.009359457,0.008951964,0.008160188,0.008632159,0.008547049000000001,0.008817852,0.009648314,0.008951964,0.009320771,0.010685101,0.009454883,0.009013862,0.008776586999999999,0.0069480240000000006,0.006795858,0.006762331,0.005389776999999999,0.004053719,0.002806227,0.001672602,0.0014575170000000002,0.001452456,0.0018016529999999998,0.003006129,0.004618001,0.005263256,0.005630166,0.005690896,0.006510749000000001,0.0067486080000000006,0.006963693000000001,0.007199021,0.0071458830000000004,0.008170699,0.008443984,0.009385296999999999,0.009119604,0.008461696999999999,0.007011771,0.007226855999999999,0.007388802,0.006105883,0.0036437929999999998,0.002732845,0.001695376,0.0015486120000000002,0.0016194629999999998,0.002649341,0.003825982,0.004402916,0.005243013,0.0054277330000000006,0.005905980999999999,0.006427246,0.006396881,0.006667635,0.006951041,0.0070193619999999995,0.00737362,0.006827051,0.006495567,0.006432306,0.00627036,0.005205057,3
BRONXDALE,0.004269215,0.0028084779999999997,0.0019784670000000002,0.0014997720000000001,0.001968194,0.0032049929999999997,0.005668318,0.007909758000000001,0.01018407,0.009524580999999999,0.007870723,0.006204538000000001,0.0061819380000000005,0.007276977,0.007359157,0.006475729,0.0056436640000000005,0.005886093,0.005729952,0.005240985,0.004780781,0.004544516,0.004476718,0.00424867,0.0029338009999999998,0.0019188870000000002,0.0013991029999999998,0.001129965,0.0017586370000000002,0.0031330859999999998,0.00554094,0.008515831,0.011180494,0.009958077,0.007710473000000001,0.0061839930000000005,0.006373005,0.007753616999999999,0.007714581999999999,0.0066031069999999996,0.006005253,0.006042233,0.0061326309999999995,0.006025798000000001,0.004762291,0.004682166,0.004489045,0.004217853,0.003020089,0.0020853,0.001503881,0.001203927,0.001606605,0.002999545,0.005575866,0.008780859,0.011420868999999998,0.010689473,0.00841927,0.006457239,0.006555854,0.007562551,0.008519939,0.006755139,0.006007307,0.006264118000000001,0.006050451,0.005598465,0.0051197709999999995,0.004912268,0.004690384000000001,0.004435628,0.00333648,0.002136662,0.0014895,0.001218308,0.0018367070000000001,0.003315935,0.005549158,0.008645263,0.01117844,0.00994575,0.008244639,0.006346297,0.006726376,0.0077289640000000005,0.008335036,0.007098236999999999,0.00645313,0.006800338,0.007028385,0.006303153000000001,0.005353981999999999,0.005290293000000001,0.004980066,0.004920486,0.003591236,0.002463325,0.001883961,0.001468955,0.001968194,0.003484403,0.005943618,0.008867146999999999,0.011648917,0.010796306,0.008242584,0.007147545,0.006933879,0.008049463,0.00847885,0.007767999,0.006767466,0.0076981459999999995,0.008129588,0.008053572,0.0073612109999999994,0.007326285,0.0075563869999999995,0.007348884,0.005827443000000001,0.004390236,0.003362219,0.002668812,0.0027091259999999996,0.003005437,0.004694609000000001,0.006244697,0.007550883,0.008540601,0.007730282,0.007536773,0.008151567,0.007889523,0.00814552,0.008083031999999999,0.0074158290000000005,0.007591196999999999,0.008099158,0.00845594,0.008294683,0.008347092,0.008377327,0.008528506,0.007093314,0.005474692,0.004061673,0.0031304109999999996,0.002832085,0.002644623,0.0037552840000000002,0.004626075,0.004952621,0.0070912990000000006,0.007349311,0.006966324,0.0069381040000000005,0.007321091,0.007746406999999999,0.007282792,0.006401923,0.006418049,0.006418049,0.0063152469999999995,0.006655904,0.00619632,0.006264854,0.0058476000000000005,1
BROOKLYN HEIGHTS-COBBLE HILL,0.003042157,0.001723175,0.0008526060000000001,0.000518887,0.001028792,0.001994019,0.00378076,0.005629684,0.00759952,0.007437152,0.005834199,0.005441751,0.005631066,0.00526971,0.005720886,0.006826372,0.0064961080000000004,0.0075325,0.008282848,0.008171609,0.007217436999999999,0.006675058,0.005643502,0.0036633020000000002,0.002313228,0.001263017,0.000616308,0.00042975699999999996,0.000867806,0.001879325,0.004149715,0.006063587,0.008453508,0.007828218,0.006033185999999999,0.005405823000000001,0.005782379,0.005371277,0.005890855,0.006914119,0.006839499000000001,0.007721815,0.008868756,0.008948211999999999,0.008091461,0.007068196,0.006510617,0.004449578,0.002608254,0.0013666560000000002,0.0006474,0.00043666699999999996,0.000849151,0.001884161,0.003842252,0.006162389,0.00887981,0.008032731999999999,0.006306793000000001,0.005988966,0.006050459,0.005740232,0.006007622,0.006931393,0.00684779,0.008104589,0.009522374,0.00961634,0.008476308,0.008001641,0.00733144,0.005327057,0.0031547790000000004,0.0015082960000000001,0.000719256,0.000478813,0.0008864610000000001,0.001958091,0.0040799320000000005,0.006471234,0.008825227,0.008288376,0.006435997,0.005960638000000001,0.006159626,0.005669067,0.006287447,0.007148344,0.007266493000000001,0.008207536999999999,0.009754526,0.009945222,0.009056688,0.008913665999999999,0.008843881999999999,0.006632221,0.004238154,0.002261408,0.001148323,0.0007171839999999999,0.000972827,0.00189038,0.0037911240000000003,0.005977911999999999,0.008494271999999999,0.00839547,0.006742769,0.006501635,0.00631163,0.005957875,0.006465706999999999,0.0076568669999999995,0.007862764,0.009460880999999999,0.010828919,0.011552321,0.010133154,0.009755217,0.009793218000000001,0.009252912,0.007811349,0.005043516,0.00291968,0.0015910120000000002,0.001164618,0.001217494,0.001795736,0.002540061,0.004108703,0.005711239,0.007270391,0.007872359,0.008916312,0.009321014,0.009367788,0.00992027,0.010259216,0.011385873000000001,0.012772839,0.013065688999999998,0.011047605,0.010400896,0.010627312,0.010247014,0.008954274,0.006033238000000001,0.0033521759999999997,0.0017082879999999999,0.001031751,0.000942948,0.001259523,0.0018113270000000002,0.00280715,0.004476798,0.006275245,0.007349704,0.00855703,0.00858279,0.008464158000000001,0.008552961999999999,0.008845134000000001,0.009072905,0.009260004,0.008289262,0.007188366,0.0067104519999999996,0.006134921999999999,0.004411043,2
BROWNSVILLE,0.004063392,0.0027653409999999997,0.0018819210000000002,0.0013843629999999998,0.001714376,0.0028144190000000003,0.005007737,0.00903559,0.010221098,0.00784585,0.005962237,0.005357213,0.0054266,0.0056990719999999995,0.006112011999999999,0.006305789,0.0071909009999999995,0.00720444,0.006589261999999999,0.005689764,0.005263286,0.0053521359999999995,0.004731034,0.00419709,0.003179972,0.0019267689999999998,0.001462212,0.001182124,0.0017118370000000001,0.002563948,0.004955274,0.009319909,0.010392874,0.008154708,0.006289711,0.005523912,0.005556913,0.005892003000000001,0.006326944,0.006632417,0.007427833000000001,0.007729076,0.007210363000000001,0.006073087,0.005514604,0.005429985,0.004618491,0.004056623,0.003062352,0.002000387,0.00148252,0.00122951,0.001632296,0.002708646,0.0050432770000000005,0.009679538,0.010420798,0.008342562,0.006452179000000001,0.005890311,0.005714304,0.006183091999999999,0.006673034,0.006757653000000001,0.0074329109999999995,0.007737538,0.0071621309999999995,0.006644264,0.005820923,0.005490064,0.0049586579999999995,0.004284247,0.003189281,0.002117161,0.001604371,0.001292128,0.001681374,0.0026519509999999996,0.005258209,0.009774310999999999,0.010578188999999998,0.008628573,0.006784731,0.00607478,0.005988469000000001,0.006515643000000001,0.007082589,0.007170592,0.007911006,0.008109861,0.007941469,0.00743968,0.006636648,0.006188169,0.005548450999999999,0.0048495,0.003907694000000001,0.002539409,0.001790533,0.001609449,0.00180661,0.0029032690000000004,0.005513756999999999,0.00982339,0.01116629,0.009024589,0.007210363000000001,0.006699266,0.00686258,0.00743968,0.008048089,0.008125938000000001,0.008609111,0.009186211,0.009252214,0.008973818,0.008495721999999999,0.00861165,0.008238481,0.007989702,0.00659196,0.005043597,0.004057293,0.00310835,0.0028626040000000004,0.002776261,0.003728525,0.005386478,0.006700719,0.007536752,0.007393124,0.007573282,0.007652153,0.00805232,0.008440864000000001,0.008361992,0.008458298000000001,0.00854049,0.008750536,0.008883371999999999,0.008868428000000001,0.008890844,0.008831898000000001,0.008811142,0.007374859,0.00584227,0.004212545,0.003353265,0.002901625,0.00254629,0.0030776320000000003,0.004305529000000001,0.004895817,0.005981747,0.0073366690000000005,0.007366556999999999,0.0067671369999999995,0.007025336,0.007750119000000001,0.007775855999999999,0.007059375,0.006797025,0.006672491,0.006618527,0.006400179000000001,0.0066567169999999995,0.006025749,0.005360741,1
BUSHWICK NORTH,0.006680144,0.005058388,0.004061166,0.003182527,0.0033011090000000004,0.0027945929999999997,0.0033146609999999996,0.004362704,0.005169065,0.004613986,0.0040515659999999995,0.0038985390000000003,0.003962912,0.00418596,0.00431753,0.0044959679999999995,0.004432724,0.004806541,0.005143089,0.005483025999999999,0.005706638000000001,0.005566598000000001,0.005862489,0.005811104,0.004472252,0.0030950009999999996,0.002293158,0.001809794,0.001996702,0.00214126,0.0029758540000000004,0.004213064,0.004919477,0.00451065,0.0038155309999999996,0.003725182,0.003820613,0.003982676,0.004159985,0.004455311,0.0044948390000000005,0.004972557,0.005700426999999999,0.006297856,0.006240259000000001,0.006385381999999999,0.006863099,0.007034762,0.00584329,0.003998487,0.0027533709999999997,0.002007431,0.0022875120000000002,0.002275653,0.0030650729999999998,0.004366657,0.005005308,0.004658031,0.00399284,0.003956136,0.00402785,0.004137397,0.00441296,0.00458067,0.004676100999999999,0.005169065,0.005474555999999999,0.006078760999999999,0.006441849,0.0064130509999999995,0.007496668000000001,0.007846769,0.006602783,0.004560341,0.00329038,0.002551781,0.002539358,0.002347932,0.003227701,0.004514603,0.005556434,0.0049426290000000005,0.004179748,0.004223229,0.004021074,0.004162808,0.004428771,0.004415784,0.004669324,0.005137443,0.005723014,0.00655535,0.006953448,0.0073735680000000005,0.008722585,0.009370271,0.008422741,0.006481376999999999,0.005157206,0.003806496,0.0034010570000000003,0.00257098,0.003348542,0.00472918,0.005597655,0.00533508,0.005057258,0.004546225,0.004577846,0.004768708,0.004811623,0.0051752759999999995,0.005406794,0.006322138000000001,0.007197389,0.008421610999999999,0.009430691,0.010082895,0.011789352,0.013467576,0.014841193,0.015307127,0.014406838,0.012371354,0.010102626,0.004565157,0.0032161090000000004,0.00351085,0.003956285,0.004926935,0.005268214,0.005919191999999999,0.006235539,0.00638014,0.006786793,0.007093721999999999,0.006981256,0.00777351,0.00888322,0.010157475,0.010820641,0.011663312,0.013124827,0.01527444,0.016927647,0.018042897,0.016043979,0.014445066000000001,0.011621206,0.00583221,0.003687029,0.003341318,0.003537997,0.0046039390000000005,0.005129154,0.006001187,0.006133045,0.006226120999999999,0.006339696,0.006507011,0.006507565,0.006887626,0.00740453,0.007770186,0.007779604,0.007803981,0.00833252,0.007947473,0
BUSHWICK SOUTH,0.005944957,0.004097477,0.0031299559999999997,0.002457353,0.002608079,0.002932183,0.003753334,0.005327243000000001,0.005956719,0.005358172,0.004873323,0.004567515,0.004586247,0.00462676,0.004742636,0.004838908,0.004746992,0.005076323,0.005772014000000001,0.005953669,0.005752846999999999,0.0057175609999999995,0.005558994,0.00545488,0.00429525,0.002956578,0.00206747,0.001620956,0.001911081,0.002395495,0.003636587,0.005537649,0.006083485,0.005531114,0.004684698,0.004372355,0.004255173,0.00436495,0.0046393929999999995,0.004723032,0.004871145,0.005328114,0.006161026,0.006641519,0.006395828,0.0064228359999999995,0.006440261,0.006200668,0.0050937479999999995,0.003440121,0.0023650010000000003,0.001845738,0.002094479,0.002483491,0.003759433,0.005602991999999999,0.006228984,0.005668772,0.004977001,0.00460585,0.004620225,0.00462371,0.00484675,0.004858947,0.004715627,0.005515432,0.006229419,0.006542197,0.006529128,0.006569641,0.006776998,0.006819254,0.005535906,0.003808223,0.002601545,0.002019116,0.002287896,0.00258412,0.003846993,0.005835615,0.006516495,0.005939294,0.005138617,0.0047783570000000004,0.004584068,0.004702994,0.004809722,0.004998782,0.005065433,0.005789875,0.006386244,0.007149892,0.006996553000000001,0.007143358000000001,0.007673948000000001,0.008021575,0.007000473,0.004898153,0.003630488,0.002793655,0.00289167,0.002893848,0.004044331,0.006025111999999999,0.006692923000000001,0.006377096,0.0056308719999999994,0.005361657,0.005153429,0.005322451,0.005403476999999999,0.005751104,0.005961075,0.006804443,0.007778933000000001,0.009105843,0.009911747,0.010237593,0.010582606999999999,0.012177861000000002,0.012772126000000002,0.011674551000000002,0.009714047,0.007556937,0.006133680999999999,0.003936395,0.003656017,0.004306099,0.005275453,0.006151632,0.0066709280000000004,0.007246214,0.007503084,0.007480005,0.007307760999999999,0.007775341,0.007811243000000001,0.008345070999999999,0.009200307,0.010427385,0.011170642,0.011934841000000002,0.012776827,0.013893208,0.01447405,0.013720963999999999,0.010936851000000001,0.008550653,0.006802140999999999,0.0042761809999999996,0.0035290779999999997,0.003817149,0.004330889,0.005485308,0.006554246999999999,0.00734409,0.007472739,0.00742145,0.007329558000000001,0.007315454,0.007246214,0.007174838,0.007800985,0.007888176,0.008038621999999999,0.007790728,0.00793519,0.0072154409999999995,0
CAMBRIA HEIGHTS,0.0035391999999999997,0.0029562729999999997,0.0018154010000000001,0.002356691,0.0032810459999999997,0.004047179000000001,0.006287284000000001,0.008943766,0.008777216,0.008277564,0.00647049,0.006045786,0.006129061,0.006154044,0.006911849,0.006961814,0.00640387,0.005820943,0.005387911,0.0052463430000000005,0.00421373,0.004813312,0.004005541,0.003722405,0.002789722,0.002081882,0.00154892,0.0014406629999999998,0.002573206,0.0037557159999999997,0.007086726999999999,0.009143627,0.010675892,0.00862732,0.00640387,0.0066287130000000005,0.006387215,0.00711171,0.007170001999999999,0.007711292,0.0068119190000000005,0.0067869359999999995,0.005787633,0.005754321999999999,0.004813312,0.00492157,0.004047179000000001,0.00357251,0.002498259,0.00222345,0.0016405229999999999,0.001848711,0.002664809,0.0038639729999999997,0.007095055,0.01000969,0.010575962,0.00859401,0.0063205940000000006,0.006312267,0.006512128000000001,0.007403173000000001,0.007661327,0.00717833,0.007294915,0.007286588,0.00653711,0.005962511,0.004738364,0.005104775,0.0040804890000000005,0.0037557159999999997,0.002756412,0.002498259,0.00131575,0.001715471,0.0027064470000000003,0.004130454,0.007153346999999999,0.009668261,0.01162523,0.008202616,0.006720316,0.006045786,0.006562093000000001,0.007711292,0.008119341,0.007794567,0.007053416999999999,0.007153346999999999,0.0067536259999999996,0.00657042,0.00576265,0.005754321999999999,0.004588468,0.0041137990000000004,0.0031144959999999996,0.0022650879999999997,0.001690488,0.001840384,0.003447597,0.004746691,0.00721164,0.009476728,0.011900039,0.009851467,0.007603034,0.007811222,0.007652999000000001,0.008227599,0.009276867,0.008502407,0.008285891,0.008435787,0.007994428,0.008460769,0.007444811,0.008135996,0.007236623,0.005962511,0.004877732,0.00442836,0.003374378,0.002835131,0.004011669,0.003946306,0.004330315,0.005670262,0.007067401,0.007500432,0.007410558,0.008554415,0.007990657,0.008243939,0.008595267,0.007908953,0.007541285,0.007394217,0.007908953,0.007998827,0.007590306999999999,0.008113213000000001,0.008121383000000001,0.007622989,0.006291211999999999,0.005163696,0.0037665570000000002,0.003684853,0.004215929,0.003366207,0.003586808,0.005367957,0.004934925,0.006789607,0.007018379,0.007500432,0.0068304590000000005,0.007018379,0.007377875999999999,0.006356576,0.0064873019999999995,0.005523194,0.005016629,0.004877732,0.005139185,0.006095123,0.005318934,0.004820539,1
CANARSIE,0.004245909,0.002821435,0.002027004,0.00180415,0.0020242520000000003,0.0033152890000000003,0.005851279,0.009446511,0.009699629,0.007680879,0.006270161,0.005754985,0.005715779,0.006187623000000001,0.0065095230000000006,0.006316245,0.006255716999999999,0.006783275,0.006196565,0.005813449,0.0052067929999999995,0.0051215029999999995,0.00494886,0.004278924,0.003096563,0.002033194,0.001454738,0.001267651,0.001580609,0.0032107409999999996,0.005956515999999999,0.009920419,0.010300783,0.008180924000000001,0.006529469,0.005838899,0.005720594,0.006351324,0.006942849,0.006317621,0.006384339,0.006996499000000001,0.006660155,0.005915246999999999,0.00535261,0.005237057,0.004783096,0.004259665,0.003114446,0.002123986,0.001586111,0.001333682,0.0016865329999999998,0.003080055,0.005933818,0.010184541,0.010497498999999999,0.008517267,0.006754385999999999,0.005890485,0.005881543,0.006537035,0.006872003000000001,0.006507459,0.006651901,0.007408501999999999,0.006905706,0.006309367,0.005627738,0.005230178,0.00512563,0.004430932,0.003122012,0.002126737,0.0015441539999999998,0.00156754,0.001717485,0.003260264,0.0064111640000000004,0.010530515,0.010846911,0.008763507,0.006953854000000001,0.006299738,0.006227516999999999,0.006865813,0.007145068,0.00705909,0.006864436999999999,0.007865902,0.007335594,0.006805285,0.006288733,0.005789376,0.005668319000000001,0.004974998,0.00348862,0.002562127,0.001887376,0.0019073229999999998,0.002210651,0.0035615290000000003,0.0065707380000000004,0.010512631000000001,0.011089712,0.00920715,0.007310832,0.006777772,0.006821105,0.007552257,0.008100449000000001,0.007922304,0.007808813,0.008744935,0.008907949,0.008543404000000001,0.008023413,0.007803310999999999,0.007710455,0.0071381890000000005,0.005707811,0.004484998,0.0033937790000000004,0.0029220640000000003,0.002717587,0.002897095,0.004131381,0.0053933340000000005,0.006721423000000001,0.007816691,0.007825464,0.008009021,0.007934788,0.008189203,0.008235767,0.008340368,0.007983377,0.008079204,0.008386257,0.008474661,0.008303251999999999,0.008470611999999999,0.008654844,0.008206074,0.0068725869999999994,0.005416279,0.004045676,0.003522673,0.003179854,0.002632557,0.0032129209999999997,0.004401992,0.005163213,0.006194371,0.007942211,0.00816221,0.007092586,0.006782159,0.007247799,0.007169518000000001,0.006660012,0.006793631,0.006491301999999999,0.006425841999999999,0.006193697,0.006525044,0.006269279,0.005368365,1
