nta,Monday|0,Monday|1,Monday|2,Monday|3,Monday|4,Monday|5,Monday|6,Monday|7,Monday|8,Monday|9,Monday|10,Monday|11,Monday|12,Monday|13,Monday|14,Monday|15,Monday|16,Monday|17,Monday|18,Monday|19,Monday|20,Monday|21,Monday|22,Monday|23,Tuesday|0,Tuesday|1,Tuesday|2,Tuesday|3,Tuesday|4,Tuesday|5,Tuesday|6,Tuesday|7,Tuesday|8,Tuesday|9,Tuesday|10,Tuesday|11,Tuesday|12,Tuesday|13,Tuesday|14,Tuesday|15,Tuesday|16,Tuesday|17,Tuesday|18,Tuesday|19,Tuesday|20,Tuesday|21,Tuesday|22,Tuesday|23,Wednesday|0,Wednesday|1,Wednesday|2,Wednesday|3,Wednesday|4,Wednesday|5,Wednesday|6,Wednesday|7,Wednesday|8,Wednesday|9,Wednesday|10,Wednesday|11,Wednesday|12,Wednesday|13,Wednesday|14,Wednesday|15,Wednesday|16,Wednesday|17,Wednesday|18,Wednesday|19,Wednesday|20,Wednesday|21,Wednesday|22,Wednesday|23,Thursday|0,Thursday|1,Thursday|2,Thursday|3,Thursday|4,Thursday|5,Thursday|6,Thursday|7,Thursday|8,Thursday|9,Thursday|10,Thursday|11,Thursday|12,Thursday|13,Thursday|14,Thursday|15,Thursday|16,Thursday|17,Thursday|18,Thursday|19,Thursday|20,Thursday|21,Thursday|22,Thursday|23,Friday|0,Friday|1,Friday|2,Friday|3,Friday|4,Friday|5,Friday|6,Friday|7,Friday|8,Friday|9,Friday|10,Friday|11,Friday|12,Friday|13,Friday|14,Friday|15,Friday|16,Friday|17,Friday|18,Friday|19,Friday|20,Friday|21,Friday|22,Friday|23,Saturday|0,Saturday|1,Saturday|2,Saturday|3,Saturday|4,Saturday|5,Saturday|6,Saturday|7,Saturday|8,Saturday|9,Saturday|10,Saturday|11,Saturday|12,Saturday|13,Saturday|14,Saturday|15,Saturday|16,Saturday|17,Saturday|18,Saturday|19,Saturday|20,Saturday|21,Saturday|22,Saturday|23,Sunday|0,Sunday|1,Sunday|2,Sunday|3,Sunday|4,Sunday|5,Sunday|6,Sunday|7,Sunday|8,Sunday|9,Sunday|10,Sunday|11,Sunday|12,Sunday|13,Sunday|14,Sunday|15,Sunday|16,Sunday|17,Sunday|18,Sunday|19,Sunday|20,Sunday|21,Sunday|22,Sunday|23
SOHO-TRIBECA-CIVIC CENTER-LITTLE ITALY,0.002720791,0.001711022,0.001219352,0.000908722,0.000882997,0.001180413,0.0022611,0.003770116,0.005077124,0.004894851,0.00448194,0.004853798,0.005457792,0.005646584,0.006190671,0.006373297,0.006538655,0.007996486,0.009726273,0.009568755,0.008828034,0.008328524,0.007369499,0.005007968,0.002956891,0.001657106,0.000966778,0.000626458,0.000707508,0.001170194,0.002433682,0.00430002,0.005767013,0.00537498,0.004872386,0.005329699,0.005845859,0.006159045,0.006702516,0.006851752,0.006790965,0.00843565,0.010620722,0.010901664,0.01052038,0.010203671,0.00953563,0.006776693,0.004094225,0.002297925,0.001475891,0.000893217,0.000858771,0.001230981,0.002540456,0.004437539,0.00605465,0.005712392,0.005201605,0.005646848,0.006226351,0.006452408,0.0068662,0.006791846,0.006744978,0.008626116,0.010928974,0.011307527,0.011059622,0.01093285,0.010353612,0.007722856,0.004817678,0.002774354,0.001664154,0.001053113,0.000972504,0.001244812,0.002542306,0.004533565,0.006124158,0.005725695,0.005339037,0.005827888,0.006335415,0.006568256,0.007130756,0.006995439,0.006940642,0.008467805,0.010853034,0.011724579,0.011697093,0.011681764,0.011543892,0.009657028,0.006666308,0.004403622,0.002890818,0.001905364,0.001429023,0.001322602,0.002398356,0.004078896,0.005599452,0.005638743,0.005381323,0.005964526,0.006487118,0.006682958,0.007135513,0.006787706,0.006655208,0.007895791,0.010009857,0.011487686,0.011025793,0.010458183,0.010600812,0.010659573,0.009541807,0.007722353,0.005860977,0.004056217,0.002580341,0.00112737,0.001128667,0.00156646,0.002410669,0.003709872,0.00485064,0.006046985,0.007151623,0.00778692,0.008215204,0.008776426,0.008863293,0.00977959,0.010647569,0.011310957,0.01037988,0.009659531,0.009981415,0.010267947,0.009415526,0.008287464,0.006201185,0.004359517,0.002677667,0.001102045,0.000946116,0.001170933,0.001863968,0.003015541,0.004294085,0.005640568,0.006611578,0.007217054,0.007423201,0.007537901,0.007497622,0.007752086,0.007746122,0.007219993,0.006547789,0.005982678,0.005329057,0.003997527
SOUNDVIEW-BRUCKNER,0.00447795,0.002907366,0.00221845,0.001708011,0.002457608,0.003446362,0.005379252,0.008238429,0.010797768,0.009646601,0.007294294,0.005614839,0.005705862,0.006087799,0.006125279,0.00589683,0.005966436,0.006425118,0.006391208,0.00586649,0.005584498,0.005122247,0.004986605,0.004351233,0.003335707,0.002238083,0.001497409,0.001113687,0.00178297,0.003060855,0.005181144,0.008698896,0.011720486,0.010094574,0.007610195,0.005723709,0.005618409,0.006166328,0.006078875,0.005855781,0.006107432,0.006655351,0.006610732,0.006207378,0.00564518,0.005259673,0.004865242,0.004274488,0.003444577,0.002320181,0.001468853,0.001170799,0.00192932,0.00287524,0.005149018,0.008600734,0.011704423,0.010024969,0.007669092,0.006016409,0.006175252,0.006269844,0.006041396,0.006137772,0.006316248,0.006608948,0.006969468,0.006216302,0.005800454,0.005643395,0.005049072,0.004251286,0.003567725,0.002379078,0.001681239,0.001363553,0.001757984,0.003233976,0.005268597,0.008797057,0.01208993,0.010035677,0.007902895,0.006146696,0.005961082,0.00637336,0.006380499,0.006068167,0.006762437,0.007071199,0.00757807,0.006694616,0.006460813,0.006018194,0.005809377,0.005156157,0.004192389,0.002784218,0.001947168,0.001666961,0.002264854,0.003537384,0.005455996,0.008891649,0.01183828,0.010911992,0.008429398,0.006439396,0.006469737,0.006753513,0.006735665,0.006821334,0.007305002,0.007851137,0.008659631,0.008656062,0.00841512,0.008170608,0.008045675,0.007622689,0.006648852,0.005174442,0.003649251,0.003213232,0.003073146,0.003691277,0.004253374,0.005778565,0.007237215,0.008163537,0.007042845,0.006692629,0.007021832,0.007445594,0.007466607,0.007463104,0.007527894,0.007839587,0.007988429,0.008676603,0.008797428,0.009088107,0.008851711,0.008650337,0.007902626,0.006407203,0.00474893,0.004209597,0.0036475,0.003272769,0.003680771,0.004199091,0.004769943,0.005799578,0.006923772,0.006648852,0.006426465,0.006373933,0.007014828,0.00690451,0.006403701,0.006547289,0.006491255,0.006372181,0.006748664,0.006785436,0.006470242,0.005438856
SOUNDVIEW-CASTLE HILL-CLASON POINT-HARDING PARK,0.003669477,0.002405376,0.001703211,0.001697069,0.002412541,0.004068667,0.006806701,0.009280656,0.010923476,0.009906054,0.007585634,0.006272401,0.006304131,0.006706392,0.006661355,0.006179257,0.006005251,0.005900847,0.005550788,0.005041053,0.005050265,0.004639816,0.004739102,0.003941745,0.002806613,0.001623373,0.001265125,0.001235442,0.002211922,0.003891591,0.00694693,0.010058565,0.011546827,0.010244853,0.007868137,0.006389087,0.00646176,0.006881422,0.006947953,0.006318461,0.006270354,0.006003204,0.005581495,0.005332769,0.005182305,0.004698159,0.004671547,0.004019536,0.002686856,0.001769742,0.001282526,0.001283549,0.002131061,0.00396017,0.006980707,0.010218241,0.012099552,0.01085285,0.008039073,0.006767806,0.006700251,0.00684662,0.006880398,0.006231458,0.006302084,0.006052335,0.005891635,0.005343005,0.005301039,0.004863977,0.004763667,0.004035913,0.002855744,0.001801473,0.001350081,0.001337798,0.002328608,0.004249838,0.007163925,0.010312409,0.011809883,0.010640973,0.008340001,0.006792372,0.006752453,0.007258093,0.007154713,0.006685921,0.006759617,0.006516009,0.006157762,0.005972497,0.00576676,0.005648027,0.005088137,0.004532342,0.003123918,0.002133108,0.001525111,0.001595736,0.002485214,0.004518012,0.007626576,0.011021739,0.012456775,0.011146613,0.008794463,0.007536503,0.007617364,0.007533432,0.0076276,0.007275494,0.007391157,0.007326672,0.007325648,0.007581539,0.007872232,0.007819006,0.007404463,0.006756547,0.005484218,0.004130487,0.003090082,0.002446357,0.002787802,0.003811135,0.004912799,0.00609179,0.007330032,0.007714661,0.007333045,0.007470628,0.00782312,0.007879358,0.008057111,0.008039034,0.007584108,0.007529878,0.007804039,0.00776889,0.00811134,0.008347339,0.0086215,0.007710644,0.006567805,0.005124696,0.00372979,0.003000704,0.002534731,0.003033844,0.003539987,0.004614536,0.004777225,0.006286615,0.006934357,0.006708401,0.006159075,0.006483448,0.006742545,0.006573831,0.006134973,0.005991365,0.006163092,0.005997391,0.006181169,0.006103841,0.005845749,0.004927863
SOUTH JAMAICA,0.003897157,0.002477781,0.00180263,0.00207893,0.002787504,0.004215793,0.007021122,0.011379522,0.01084252,0.008371424,0.006506404,0.00582234,0.005632941,0.006354885,0.006626727,0.005644082,0.005889186,0.005323219,0.005035778,0.0044453,0.004672578,0.005062517,0.004449756,0.004004112,0.002981359,0.001836054,0.00129014,0.0015397,0.00242876,0.004013025,0.006522001,0.011883099,0.011978913,0.008973043,0.006891886,0.006034021,0.005866904,0.006337059,0.007023351,0.00592261,0.006000597,0.005624028,0.00519621,0.004755022,0.00473274,0.00490877,0.004792902,0.004255901,0.002959077,0.00186502,0.001399322,0.001541929,0.002310665,0.003930581,0.006778246,0.011874186,0.011740493,0.009371895,0.006983243,0.006007282,0.006181083,0.006550968,0.007141446,0.006114237,0.005688647,0.005550497,0.00529648,0.004654752,0.00490877,0.004804043,0.00499567,0.003979602,0.002914512,0.002081158,0.001655568,0.001822684,0.002609246,0.004171229,0.007090197,0.012498088,0.012241843,0.00937858,0.007669535,0.006276897,0.006323689,0.006689118,0.007622742,0.006437329,0.006134291,0.006011739,0.005706472,0.005124907,0.004944421,0.005398978,0.005407891,0.004585678,0.003404721,0.002152461,0.001680078,0.001889531,0.002816471,0.004494321,0.00717487,0.012168312,0.012979384,0.010180739,0.007778717,0.006713628,0.006804985,0.007466767,0.00805056,0.007027807,0.007212749,0.006744823,0.007083513,0.007413289,0.007301878,0.007783174,0.007714099,0.007139218,0.005633782,0.004173415,0.003045347,0.002813612,0.003351412,0.003858605,0.005174684,0.00652137,0.007627577,0.008845278,0.007437379,0.007605715,0.007341187,0.007782795,0.007601343,0.007673487,0.007391469,0.007251554,0.007210017,0.007828705,0.008257196,0.008611357,0.008803741,0.008370877,0.006643796,0.005246828,0.003766786,0.003397321,0.003338295,0.003583147,0.004420453,0.00470247,0.005364882,0.007236251,0.008185052,0.007813402,0.007046053,0.008174121,0.008248451,0.007120383,0.006407689,0.006234981,0.006254657,0.005966081,0.006267774,0.00637271,0.006011991,0.005251201
SOUTH OZONE PARK,0.004729001,0.003525978,0.00298064,0.002732545,0.003373845,0.004396648,0.006370868,0.009372572,0.011218065,0.00798582,0.005958939,0.005527114,0.005549349,0.006009259,0.006211714,0.00591915,0.005515412,0.005638289,0.005669886,0.005308277,0.004959541,0.004730171,0.00431473,0.003839607,0.00270914,0.002131034,0.001694529,0.001813895,0.002441152,0.00376237,0.005778719,0.009443958,0.010824859,0.008287746,0.006085326,0.005885212,0.005535306,0.006345123,0.006229267,0.005848935,0.005530625,0.00587351,0.005653502,0.005374981,0.004827302,0.004787513,0.004425904,0.003880566,0.002713821,0.001942623,0.001581015,0.001858365,0.002689246,0.003800988,0.006139158,0.009979935,0.010911458,0.008483179,0.006476191,0.005807976,0.005810316,0.00656279,0.006483213,0.005892234,0.005720207,0.005884042,0.005942555,0.00564531,0.005296574,0.005042629,0.004677509,0.004018656,0.002945532,0.002163802,0.001896983,0.002236357,0.002947872,0.003998761,0.006318207,0.010436334,0.011384241,0.008573288,0.006478532,0.005895745,0.005852445,0.006774606,0.006624814,0.00610288,0.005854786,0.006478532,0.006523001,0.006244481,0.005682758,0.005549349,0.005195932,0.004650593,0.003383207,0.002517219,0.002183696,0.002300721,0.003145645,0.004416542,0.006578003,0.010559211,0.011921388,0.00904139,0.007060149,0.006593217,0.006601409,0.007147918,0.007404203,0.00697355,0.007083554,0.007601977,0.008071249,0.00816721,0.008005715,0.00757272,0.007664,0.007515378,0.006660562,0.00541594,0.004892373,0.004999153,0.00491304,0.004154096,0.004777555,0.00523338,0.006770786,0.007130165,0.006503262,0.006893641,0.007201352,0.007968333,0.007569916,0.007521693,0.007657177,0.007846626,0.008441381,0.009084358,0.009268066,0.009335809,0.009269215,0.01024057,0.008822575,0.00779381,0.006615783,0.006456187,0.005922285,0.004386027,0.004206912,0.004087502,0.004625996,0.005894729,0.006016436,0.006029066,0.005807468,0.006353999,0.006426334,0.006577893,0.006541151,0.006562967,0.006447001,0.006695007,0.006537707,0.006597412,0.006335628,0.00582469
SPRINGFIELD GARDENS NORTH,0.003382108,0.002301978,0.001669988,0.001850009,0.003159953,0.003975796,0.007082126,0.009376444,0.011425626,0.007970743,0.006886783,0.00636204,0.006220321,0.006235642,0.006810179,0.006469287,0.006086262,0.006159037,0.0055845,0.005312552,0.00450437,0.004588635,0.004094534,0.003443392,0.002482,0.001673818,0.001432512,0.001501457,0.002815231,0.004056231,0.007365564,0.009671373,0.011735876,0.007970743,0.006955728,0.006392682,0.006120734,0.00667229,0.006817839,0.00667995,0.006159037,0.006174358,0.006070941,0.005105719,0.004580975,0.004339669,0.004174969,0.003661716,0.002558605,0.001677648,0.001489966,0.001669988,0.002907157,0.004021759,0.007258317,0.009391765,0.012375527,0.008713811,0.007116598,0.006576533,0.006867632,0.006545892,0.007062975,0.007074466,0.006024978,0.006503759,0.006024978,0.005703237,0.004577145,0.004282216,0.004408614,0.003646395,0.002719475,0.001807876,0.001451663,0.001654667,0.00278842,0.004335839,0.007694966,0.00977862,0.012593851,0.008989589,0.007844345,0.007105108,0.007028503,0.006538231,0.007472811,0.007162561,0.006565043,0.006963388,0.006580364,0.005921561,0.005331703,0.004676731,0.005251268,0.004010268,0.003290182,0.001926614,0.001616364,0.001949596,0.003182935,0.004799299,0.00823503,0.010314854,0.013317768,0.010027586,0.008740623,0.008334617,0.007514944,0.007706456,0.008874681,0.007813703,0.007691135,0.008254182,0.007897969,0.007576228,0.006779537,0.007043824,0.006814009,0.006174358,0.005137156,0.0037918,0.00332581,0.002671922,0.003288231,0.003874475,0.005050722,0.006020281,0.008301373,0.008835006,0.008132264,0.008774878,0.008218698,0.008045831,0.008263793,0.007587357,0.007418248,0.007309267,0.007553535,0.007974429,0.007996977,0.008162328,0.007884238,0.00719277,0.005941363,0.004434414,0.003818105,0.003216829,0.004238999,0.003431034,0.00414505,0.004618555,0.006332193,0.007230349,0.008786152,0.008481756,0.006922195,0.006463722,0.006516334,0.006749328,0.006099198,0.005512953,0.005419004,0.005107092,0.005828624,0.00615181,0.005227347,0.00432919
SPRINGFIELD GARDENS SOUTH-BROOKVILLE,0.003570861,0.002433027,0.001835866,0.002033575,0.003167374,0.004147847,0.00685928,0.00905425,0.009611062,0.008291659,0.006362991,0.00670999,0.006193527,0.00686735,0.007464511,0.007956765,0.007666254,0.00687542,0.00530989,0.004777287,0.004285033,0.004034871,0.004155917,0.004159952,0.003183513,0.001969017,0.001509042,0.001759204,0.0028002,0.003841197,0.006496142,0.009530365,0.010058933,0.008190788,0.006939978,0.006677711,0.006274224,0.007351534,0.007791335,0.007650115,0.007569417,0.007371709,0.00547532,0.004736938,0.004240649,0.004264858,0.003873476,0.004188196,0.003014048,0.002086028,0.001682541,0.001613948,0.002856688,0.004135742,0.006742269,0.009901573,0.010030689,0.008352182,0.006863315,0.006524386,0.00639527,0.007367674,0.007936591,0.007972905,0.007980974,0.007456441,0.005943365,0.005116216,0.004607822,0.004563439,0.004393974,0.004563439,0.002888967,0.001779378,0.001609913,0.002182865,0.003050362,0.004636066,0.007375744,0.010579431,0.010922395,0.00859831,0.00700857,0.00687542,0.006972257,0.007359604,0.008009218,0.008041497,0.008578135,0.008614449,0.006617188,0.00563268,0.004724834,0.004821671,0.004841845,0.004946752,0.003796813,0.002324086,0.002061819,0.00249355,0.003066502,0.005128321,0.007307151,0.010853802,0.011608323,0.009921747,0.008093951,0.007948695,0.007876068,0.008630588,0.009461772,0.009744213,0.009861224,0.009623167,0.007629941,0.00671806,0.005995818,0.006145108,0.006048271,0.006149143,0.005130528,0.003701423,0.003000726,0.002937386,0.003463898,0.004160637,0.004564428,0.006844663,0.008059997,0.008253975,0.00764037,0.008178759,0.007580989,0.007584948,0.007660164,0.007541402,0.0073593,0.006622974,0.006504212,0.006096461,0.006563593,0.006563593,0.006670479,0.006872375,0.005787679,0.004754448,0.00336493,0.003254085,0.003768722,0.003859773,0.004105215,0.005051354,0.005569949,0.006246893,0.00798874,0.007679958,0.006630891,0.006575469,0.006361697,0.006805076,0.006136049,0.005277002,0.004924674,0.004956344,0.005047395,0.005277002,0.005174075,0.005019684
SPUYTEN DUYVIL-KINGSBRIDGE,0.003758277,0.002664298,0.001985477,0.001530988,0.001612563,0.002263706,0.004166152,0.00683045,0.009060652,0.007357774,0.006139976,0.005510683,0.005887967,0.005953518,0.006457535,0.006696434,0.006888718,0.007451002,0.007904035,0.007249978,0.006422575,0.00571462,0.004613358,0.004120994,0.002804141,0.001804847,0.001034254,0.0009789,0.001181381,0.001809217,0.004113711,0.007143639,0.009573409,0.007764192,0.006613402,0.005966629,0.006214267,0.006322063,0.006686237,0.007274742,0.007365057,0.008207028,0.008189548,0.007647656,0.006964466,0.00619533,0.005162532,0.00455946,0.003297961,0.002157367,0.001257129,0.000939569,0.001070672,0.001867485,0.004029222,0.007544231,0.009746756,0.007692814,0.007037301,0.006442968,0.006507063,0.006432772,0.007073718,0.007133443,0.007451002,0.008055531,0.008738722,0.007911319,0.00698486,0.006426945,0.005318399,0.00487702,0.003335835,0.002008784,0.001316854,0.001066302,0.00114642,0.001959257,0.003966584,0.007143639,0.009955064,0.007717578,0.007066435,0.006405094,0.006431315,0.006718284,0.00735049,0.007402931,0.007871988,0.00864258,0.008928093,0.008459036,0.007638916,0.007362144,0.006064227,0.005378123,0.003934537,0.002448707,0.001577602,0.001227995,0.001278979,0.001969454,0.004141388,0.00747431,0.00993904,0.008048248,0.007009623,0.006463362,0.006986316,0.007115962,0.007905492,0.008336674,0.008590139,0.009046085,0.010051206,0.009704512,0.009028605,0.008399312,0.008243445,0.008121083,0.006640117,0.0051666,0.004101837,0.004194736,0.003242881,0.002040914,0.002621174,0.003392948,0.004672093,0.006601529,0.006624396,0.007296125,0.008003585,0.008355171,0.008335162,0.008413769,0.008572411,0.00904548,0.009877282,0.009452806,0.009216986,0.008868258,0.00888255,0.008829669,0.007677725,0.006507201,0.005266645,0.005296658,0.004098979,0.00224815,0.002373921,0.00299134,0.003307196,0.004397684,0.005613943,0.006397151,0.006884512,0.007110328,0.007477635,0.007844943,0.00799501,0.008508097,0.00837518,0.007817788,0.00737759,0.006715865,0.005713988,0.005363831
ST. ALBANS,0.003525896,0.002541299,0.001857262,0.001938103,0.002317432,0.00422237,0.00674294,0.009512251,0.0107829,0.008320369,0.006235095,0.005750051,0.005443271,0.006384339,0.006651735,0.006257896,0.005978063,0.006027811,0.005621535,0.005169656,0.004840075,0.004732288,0.004723996,0.003755981,0.002860516,0.001927739,0.001550482,0.001832388,0.002334015,0.004176767,0.006871456,0.009959984,0.011661783,0.00911012,0.006210221,0.005806018,0.005747978,0.006415432,0.006958515,0.006664172,0.006139744,0.006373975,0.005806018,0.005366576,0.005175875,0.004709487,0.00494579,0.003867915,0.002736145,0.001927739,0.001799223,0.002029308,0.002547517,0.004166403,0.006529438,0.010185923,0.011491811,0.009201325,0.006788542,0.005911732,0.006199857,0.006711847,0.006935714,0.006572967,0.006164618,0.006608206,0.00631179,0.005878567,0.005115763,0.005115763,0.004864949,0.003923881,0.002792112,0.001801296,0.00161474,0.001743256,0.002597265,0.004326012,0.006782324,0.010745589,0.011858703,0.009371298,0.007004118,0.006183274,0.006160473,0.006933641,0.007503671,0.007184454,0.006821708,0.007128488,0.006900476,0.006295207,0.005729323,0.005495092,0.005318901,0.004475256,0.003196315,0.002238664,0.001805441,0.002182698,0.002510206,0.004572679,0.006935714,0.010729006,0.012352038,0.010113374,0.007746193,0.007136779,0.00689633,0.007646697,0.008200145,0.007963841,0.007922385,0.008403283,0.008376336,0.008106867,0.007768995,0.007768995,0.007862272,0.0068528,0.005346669,0.004140669,0.003083131,0.002704857,0.003020085,0.003412594,0.00466537,0.005350736,0.007166855,0.008478609,0.007783074,0.008000683,0.007630545,0.008092201,0.008401327,0.0079173,0.007587836,0.007636646,0.007659017,0.007935604,0.008035256,0.007919334,0.008600633,0.007870524,0.006800784,0.005377175,0.003961701,0.003703417,0.003308874,0.003292604,0.003888487,0.004197613,0.00517787,0.006495725,0.007337688,0.007675287,0.006428612,0.006770278,0.007620376,0.006880099,0.00607271,0.006044237,0.0060239,0.006119485,0.006174396,0.006038136,0.005849,0.004742652
STAPLETON-ROSEBANK,0.002723656,0.002107153,0.001476847,0.001145592,0.00155506,0.002880082,0.005525525,0.009583404,0.011488123,0.008907091,0.006648113,0.007011573,0.007085186,0.007789103,0.007306023,0.007881119,0.006965566,0.007154197,0.005852179,0.005327692,0.004333925,0.004228108,0.003584,0.00280647,0.001987533,0.00149525,0.0011962,0.001058177,0.001550459,0.002903086,0.00579697,0.009910058,0.011386906,0.008773668,0.007687887,0.007264616,0.007517658,0.00783051,0.007986937,0.008258382,0.007839712,0.007614274,0.006160431,0.005433509,0.004853812,0.004209704,0.004025674,0.003197535,0.002318788,0.001729889,0.001288216,0.000975363,0.001476847,0.002719055,0.006353663,0.009762834,0.01224725,0.009095722,0.007917925,0.007563666,0.007577468,0.008046747,0.008198572,0.008281386,0.007821309,0.007812107,0.006523892,0.005589935,0.004738793,0.004471948,0.004255712,0.003772631,0.002576431,0.001683882,0.00143544,0.00107658,0.00137563,0.003068714,0.006376667,0.009946865,0.011860785,0.0089623,0.007922526,0.007513057,0.007752297,0.00800994,0.008373401,0.008419409,0.008147964,0.008088154,0.007278418,0.006289252,0.005286285,0.005125258,0.004646778,0.003956662,0.00269145,0.00196913,0.001380231,0.001325022,0.001389433,0.002903086,0.006339861,0.010429945,0.012454284,0.009118726,0.009058916,0.008552831,0.008769067,0.008759866,0.009684621,0.009772035,0.009219943,0.009891655,0.008451614,0.008433211,0.007618875,0.006878151,0.007218608,0.007135794,0.005795928,0.004355974,0.003069495,0.002135104,0.002275037,0.002830255,0.004103192,0.005850096,0.008070966,0.006865738,0.007240397,0.007881379,0.008188329,0.00805291,0.008621669,0.008504306,0.008680351,0.008477222,0.008021312,0.007560888,0.007736932,0.007655681,0.00752929,0.007123034,0.00657233,0.004378544,0.003159774,0.002604557,0.002053853,0.00195906,0.003498321,0.004080623,0.004324377,0.005502521,0.006423369,0.00683414,0.006608442,0.007104978,0.007321648,0.007448039,0.006468509,0.005926833,0.005804956,0.004870566,0.005276823,0.004649382,0.004387572,0.003651796
STARRETT CITY,0.002651932,0.001476459,0.000951767,0.001155136,0.001720502,0.002997659,0.006975557,0.012259084,0.01383316,0.010172518,0.007357891,0.006995894,0.006308506,0.006829131,0.007435171,0.006402056,0.005608917,0.006170216,0.005055753,0.004649015,0.004270749,0.004063313,0.003920954,0.00329051,0.001993016,0.001126664,0.000801274,0.00100871,0.001447987,0.002769886,0.006820996,0.013015616,0.015317753,0.011262575,0.008065615,0.006829131,0.006556617,0.007150454,0.007593799,0.006251563,0.005987183,0.005918038,0.005214381,0.004856452,0.004087717,0.004901193,0.003920954,0.003225432,0.002037757,0.001151069,0.000618242,0.000939565,0.001472392,0.002867503,0.007260273,0.013890103,0.015366562,0.01134799,0.008277118,0.007154522,0.006361382,0.007024365,0.007353823,0.006886074,0.005722804,0.006727447,0.005551974,0.005112697,0.004604274,0.004360231,0.004209738,0.003603699,0.002294002,0.001228349,0.000846015,0.000992441,0.001374774,0.002631595,0.007740224,0.01339795,0.015561796,0.011665246,0.009371244,0.007780898,0.007264341,0.007780898,0.007500249,0.007252139,0.006589156,0.007305015,0.006198687,0.005885499,0.005072023,0.004791374,0.00482798,0.004099919,0.002399754,0.001476459,0.000980239,0.001305629,0.001663558,0.003009861,0.007650742,0.013743677,0.015988871,0.011893019,0.009013314,0.007967998,0.007565327,0.007845976,0.00891163,0.008045278,0.007866313,0.00804121,0.007658877,0.006882007,0.00652001,0.006581021,0.006808794,0.005824488,0.003795096,0.002374429,0.001803768,0.001715974,0.001664096,0.002502129,0.003691339,0.005922105,0.007654042,0.008152871,0.008587851,0.008136909,0.008120946,0.008112965,0.008524001,0.008591842,0.008025171,0.00770592,0.007857564,0.006903802,0.006544645,0.006883849,0.006744177,0.006229384,0.004297916,0.003048847,0.001923487,0.001676068,0.001835693,0.001895553,0.003104716,0.005139941,0.005602854,0.007885499,0.009294194,0.007761789,0.009405932,0.008304516,0.007761789,0.007606154,0.007067418,0.005902152,0.005870227,0.00525966,0.005151912,0.005032193,0.004724914,0.004529373
STEINWAY,0.004520461,0.002805631,0.00189871,0.00167406,0.002313065,0.003408858,0.005013027,0.007969257,0.008874514,0.006890104,0.00543903,0.004866588,0.004707669,0.004641938,0.005137,0.005084582,0.00543071,0.00575354,0.006328478,0.006090516,0.005672833,0.005127016,0.004975585,0.004139387,0.002904643,0.001794705,0.001219767,0.001071665,0.001700685,0.002739068,0.004941472,0.007838627,0.008902803,0.006887608,0.005159466,0.004716821,0.004370694,0.004491339,0.005208556,0.005140329,0.005562172,0.006196184,0.006642989,0.006634668,0.006107156,0.005882506,0.005680321,0.004450569,0.003187536,0.001993562,0.001264697,0.001149044,0.001757264,0.002876354,0.005067941,0.00800753,0.008722251,0.006872631,0.005181098,0.004840795,0.004606993,0.004800857,0.005285935,0.005469816,0.005718595,0.006710384,0.007058175,0.00686015,0.006366752,0.006208665,0.006234458,0.005059621,0.003519519,0.002157474,0.001520965,0.001273018,0.001968601,0.002937093,0.005313392,0.008249653,0.009123293,0.00699078,0.005582973,0.005296752,0.00486742,0.004934815,0.005384948,0.005593789,0.006178712,0.00712557,0.007966761,0.007383502,0.006818549,0.007013245,0.007118914,0.006161239,0.004388167,0.002902979,0.00207011,0.001666571,0.002293928,0.003159247,0.005607102,0.008283767,0.009559281,0.007690524,0.006217817,0.005766853,0.005368307,0.005706114,0.006338463,0.006977468,0.007871908,0.008977686,0.009966147,0.00981222,0.00919568,0.009133277,0.010071816,0.010472026,0.009856475,0.007688279,0.005916824,0.004342923,0.003979652,0.003314336,0.003757608,0.00480497,0.006456424,0.007656442,0.008086652,0.008356861,0.00845074,0.008460536,0.008663804,0.008828704,0.008989523,0.009595247,0.010622201,0.011022207,0.010751999,0.010670365,0.011310375,0.011783851,0.010826286,0.008805847,0.006628671,0.005328244,0.004692316,0.00309719,0.003089842,0.003217191,0.004449863,0.006137235,0.007042555,0.007580522,0.007726647,0.007647462,0.007600115,0.00750297,0.007845833,0.00776175,0.007957671,0.007769913,0.007572359,0.007064596,0.007019698,0.005981315
